Average_Reward,SEM_Reward,Optimal_Action_Percentage
8.866173527784170227e-01,9.898910940698746330e-02,4.800000000000000000e+01
9.989292373556305504e-01,9.826545541790601690e-02,5.300000000000000000e+01
1.041013607632387261e+00,8.840041357489107632e-02,5.150000000000000000e+01
9.744427230025410891e-01,8.942185931731551352e-02,5.350000000000000000e+01
1.081572422674049738e+00,9.285550023978451917e-02,5.600000000000000711e+01
1.189281699107576973e+00,8.580955733244395589e-02,6.000000000000000000e+01
1.154378368411266065e+00,8.983431327242843989e-02,6.050000000000000000e+01
1.209646055210283011e+00,8.583495722200175371e-02,6.000000000000000000e+01
1.208330488960928761e+00,8.972808567671805569e-02,5.699999999999999289e+01
1.250409716391020165e+00,9.331464951904294702e-02,5.400000000000000000e+01
1.137948543130893997e+00,1.036304828956901153e-01,5.100000000000000000e+01
1.302145782509922967e+00,9.539120108155980937e-02,5.649999999999999289e+01
1.219973100542297795e+00,8.938653510548230652e-02,5.600000000000000711e+01
1.190465994700523611e+00,9.096566811944607756e-02,5.649999999999999289e+01
1.143611195059424990e+00,9.451535992372986361e-02,5.799999999999999289e+01
1.127771144499554401e+00,8.622253383884256883e-02,5.300000000000000000e+01
1.040435014839948158e+00,9.094897941725704760e-02,5.500000000000000711e+01
1.191801615844746642e+00,9.227541694993399157e-02,5.550000000000000711e+01
1.252671072334606173e+00,9.323048455603173690e-02,5.649999999999999289e+01
1.157571951502511354e+00,8.297347247683047045e-02,5.850000000000000000e+01
1.147977938001255360e+00,9.105470724381334313e-02,5.600000000000000711e+01
1.182890681069080685e+00,9.141983924288320240e-02,6.050000000000000000e+01
1.154867718928006770e+00,8.877791759688914708e-02,5.450000000000000711e+01
1.112107984161212260e+00,8.816482887838386628e-02,5.450000000000000711e+01
1.248692636890350371e+00,9.328968662419803715e-02,5.649999999999999289e+01
1.299827531167741190e+00,8.490600429682768069e-02,6.000000000000000000e+01
1.227145563880329915e+00,9.588385070081052730e-02,5.600000000000000711e+01
1.070505070908347456e+00,8.788384381171410187e-02,5.749999999999999289e+01
1.178009119708246510e+00,9.543141245025597852e-02,5.799999999999999289e+01
1.204533694432096347e+00,8.807004199362902797e-02,6.050000000000000000e+01
1.105848313552042050e+00,9.093696565388822983e-02,5.950000000000000000e+01
1.272416993669938323e+00,8.822928525552087287e-02,5.950000000000000000e+01
1.310711823271908827e+00,8.541786857992088311e-02,5.799999999999999289e+01
1.190123516888540456e+00,9.579980132618633182e-02,6.000000000000000000e+01
1.212178986043125573e+00,9.112202420628098820e-02,5.649999999999999289e+01
1.217730048472638993e+00,8.604392001884526853e-02,5.649999999999999289e+01
1.202004208021485665e+00,8.595997557508451570e-02,5.699999999999999289e+01
9.996139113895695649e-01,9.897928446221149201e-02,5.799999999999999289e+01
1.230605995713898393e+00,8.916044571134291996e-02,5.900000000000000000e+01
1.172598185494626577e+00,9.409131466874906535e-02,5.900000000000000000e+01
1.102397438567408905e+00,8.986936503201743698e-02,5.500000000000000711e+01
1.086759420740174065e+00,9.812505689174030876e-02,5.450000000000000711e+01
1.229303184486603806e+00,8.343466580408079314e-02,5.749999999999999289e+01
1.248292388908927686e+00,8.440808627035005507e-02,5.699999999999999289e+01
1.425846381653388839e+00,9.069093361421938504e-02,5.850000000000000000e+01
1.139735179010032518e+00,9.370417130360904345e-02,5.950000000000000000e+01
1.372893428537326876e+00,8.784844702804803229e-02,5.900000000000000000e+01
1.160080429157014370e+00,8.796188060473179859e-02,5.799999999999999289e+01
1.307816951622598589e+00,8.470821715211004910e-02,6.350000000000000000e+01
1.234535089706661148e+00,9.035587616568155345e-02,6.250000000000000000e+01
1.165992111665268949e+00,8.458898255323991922e-02,5.799999999999999289e+01
1.306709413267489239e+00,9.258473352378629451e-02,6.150000000000000000e+01
1.373911992810343374e+00,1.030027882949556411e-01,6.100000000000000000e+01
1.215943171471224993e+00,8.969088573048053514e-02,5.950000000000000000e+01
1.281529489671930477e+00,8.915733568879063986e-02,6.250000000000000000e+01
1.273062227736756924e+00,9.310312149486864308e-02,6.500000000000000000e+01
1.273766906328686943e+00,9.415558672946572338e-02,6.650000000000000000e+01
1.347896453664727323e+00,8.954461636855932938e-02,6.450000000000000000e+01
1.187094836378053797e+00,8.963937390903209401e-02,6.300000000000000000e+01
1.270003389936350979e+00,9.311818587063587505e-02,6.700000000000000000e+01
1.217366162732541390e+00,8.353621597004291799e-02,6.750000000000000000e+01
1.351859350496515955e+00,8.710908243269591122e-02,7.100000000000000000e+01
1.299897583910924359e+00,9.047605731537028406e-02,6.500000000000000000e+01
1.222678760894308825e+00,9.379362515913496068e-02,6.150000000000000000e+01
1.245275353737982815e+00,9.270274188036665974e-02,6.350000000000000000e+01
1.108095206229841700e+00,8.630880252999850732e-02,6.400000000000000000e+01
1.464039618523770736e+00,8.998195321949475911e-02,6.750000000000000000e+01
