Average_Reward,SEM_Reward,Optimal_Action_Percentage
9.480426496427398764e-01,9.227684225192474277e-02,4.650000000000000000e+01
1.037854486160513234e+00,8.192205355667732392e-02,4.750000000000000000e+01
1.109063415880918724e+00,8.604651002351616784e-02,4.700000000000000000e+01
1.226603785479051689e+00,8.547487824239799470e-02,4.900000000000000000e+01
1.032473788320227515e+00,9.080513533532778847e-02,4.450000000000000000e+01
1.098005419231043778e+00,9.515194404551265139e-02,4.800000000000000000e+01
1.013475580789722885e+00,9.566647434714097009e-02,4.950000000000000000e+01
1.057088864617291124e+00,8.293015540368896266e-02,5.050000000000000000e+01
1.014702554524296474e+00,9.558115599345566593e-02,4.850000000000000000e+01
1.111372266311197343e+00,8.874795264515376869e-02,4.850000000000000000e+01
1.065529575152931896e+00,8.216733408364540470e-02,5.100000000000000000e+01
9.834755293069968873e-01,8.638531417157420400e-02,5.450000000000000711e+01
1.076024344720068360e+00,8.623185406774439010e-02,5.100000000000000000e+01
1.151914258014696379e+00,9.858760434734971378e-02,5.200000000000000000e+01
1.168455449134448765e+00,9.034979830091997843e-02,5.150000000000000000e+01
9.094609498536172509e-01,1.007681048028497561e-01,5.050000000000000000e+01
1.225424466825583814e+00,8.464096152779961024e-02,5.500000000000000711e+01
1.102569199062188865e+00,8.660776274982583123e-02,5.600000000000000711e+01
1.041115595510706537e+00,8.810783678840884703e-02,5.500000000000000711e+01
1.045272882264874914e+00,9.602202091032441267e-02,5.300000000000000000e+01
9.520860974858830206e-01,9.906029849727208958e-02,5.000000000000000000e+01
1.036009761654901995e+00,8.308249422983840504e-02,5.400000000000000000e+01
1.130763046253390414e+00,8.992886679867684308e-02,5.350000000000000000e+01
1.151618627013844876e+00,9.155290849973334033e-02,5.600000000000000711e+01
1.137818536592100305e+00,8.277179969930266445e-02,5.649999999999999289e+01
1.142533924424155911e+00,9.065721674642202021e-02,5.500000000000000711e+01
1.250410498759134459e+00,9.126382803078968153e-02,5.600000000000000711e+01
1.233984151164092324e+00,8.821375094753884649e-02,5.600000000000000711e+01
1.146288116719649475e+00,9.552762140914847211e-02,5.250000000000000000e+01
1.219473051141503284e+00,9.270277112204687586e-02,5.100000000000000000e+01
1.189018975155568647e+00,8.792368443535017453e-02,5.550000000000000711e+01
1.150008565409694317e+00,9.005481305709948925e-02,5.649999999999999289e+01
1.120924017715782650e+00,9.152162692425183654e-02,5.400000000000000000e+01
1.209664560734492245e+00,9.439788141795261989e-02,5.950000000000000000e+01
1.148417152882645009e+00,8.281415232346345245e-02,5.649999999999999289e+01
1.145897817082166092e+00,8.648431941381619359e-02,5.300000000000000000e+01
1.271114762035127299e+00,8.603158577618910674e-02,5.600000000000000711e+01
1.158716603598967554e+00,7.952539422600864161e-02,5.649999999999999289e+01
1.152187796342668769e+00,9.928260344269294879e-02,5.699999999999999289e+01
1.158821387640716960e+00,8.883228193548892149e-02,5.450000000000000711e+01
1.165747054226845991e+00,8.764030628252698907e-02,5.300000000000000000e+01
1.152877374612237826e+00,8.484487458240193292e-02,5.649999999999999289e+01
1.210921079552837565e+00,9.323647704156490246e-02,5.749999999999999289e+01
1.141392289821081318e+00,8.762970712887550861e-02,5.150000000000000000e+01
1.196625513293451348e+00,9.816665805151128521e-02,5.649999999999999289e+01
1.031476909989658131e+00,9.371399818787982949e-02,5.600000000000000711e+01
1.149060000384067859e+00,8.491773313195773165e-02,5.450000000000000711e+01
1.123918818064233660e+00,9.425076194332059065e-02,5.900000000000000000e+01
1.106899904811729618e+00,9.196961775944828554e-02,5.850000000000000000e+01
1.231899833647445597e+00,8.942974933215187827e-02,5.950000000000000000e+01
1.323613558195148920e+00,8.043394649341022162e-02,5.799999999999999289e+01
1.156538094052859122e+00,9.444290726735291019e-02,5.749999999999999289e+01
1.182438103958963982e+00,8.908781437755490529e-02,5.699999999999999289e+01
1.132031651145091411e+00,9.176779426698863928e-02,5.649999999999999289e+01
1.259772301409076256e+00,8.135851081446306143e-02,6.100000000000000000e+01
1.018718642451567291e+00,9.013187881518165689e-02,5.799999999999999289e+01
1.130855807055918705e+00,8.882328577619297283e-02,5.450000000000000711e+01
1.149132142521138711e+00,9.787092204760483583e-02,5.749999999999999289e+01
1.110518394164717426e+00,9.356285380409450070e-02,5.550000000000000711e+01
1.127896210097891538e+00,9.416896431964021097e-02,5.500000000000000711e+01
1.180273138789879717e+00,8.931503689646162758e-02,5.699999999999999289e+01
1.276302680352813690e+00,8.059212732836087967e-02,6.100000000000000000e+01
1.451553956881442398e+00,8.786944114082551049e-02,6.150000000000000000e+01
1.079369998531125141e+00,9.759947069787780483e-02,5.850000000000000000e+01
1.391685469510550499e+00,8.931731868846080891e-02,5.900000000000000000e+01
1.195413171699396981e+00,8.561818291741225828e-02,5.950000000000000000e+01
